,Unnamed: 0,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Year_of_Sales,Hit
1759,2794,Harvest Moon: Animal Parade,Wii,2008.0,Simulation,Rising Star Games,0.58,0.08,0.02,0.05,76.0,10.0,8.9,20.0,Natsume,E,8.0,0
1760,2798,WWE SmackDown vs. Raw 2010,Wii,2009.0,Fighting,THQ,0.49,0.17,0.0,0.06,78.0,11.0,7.7,9.0,Yuke's,T,7.0,0
1761,2799,Style Savvy: Trendsetters,3DS,2012.0,Simulation,Nintendo,0.16,0.02,0.53,0.01,76.0,5.0,8.0,15.0,syn Sophia,E,4.0,0
1762,2801,Final Fantasy XIII-2,X360,2011.0,Role-Playing,Square Enix,0.36,0.29,0.02,0.06,79.0,50.0,6.3,268.0,Square Enix,T,5.0,0
1763,2803,Oddworld: Munch's Oddysee,XB,2001.0,Platform,Atari,0.54,0.16,0.0,0.03,80.0,30.0,8.7,32.0,Oddworld Inhabitants,T,15.0,0
1764,2804,Persona 4: Arena,PS3,2012.0,Fighting,Atlus,0.3,0.11,0.24,0.07,86.0,47.0,7.7,180.0,Arc System Works,T,4.0,0
1765,2806,Brink,PS3,2011.0,Shooter,Bethesda Softworks,0.29,0.32,0.01,0.12,72.0,39.0,5.8,168.0,Splash Damage,T,5.0,0
1766,2807,NHL 11,X360,2010.0,Sports,Electronic Arts,0.61,0.07,0.0,0.05,88.0,49.0,7.7,71.0,Electronic Arts,E10+,6.0,0
1767,2808,NCAA Football 07,X360,2006.0,Sports,Electronic Arts,0.67,0.0,0.0,0.06,79.0,43.0,6.9,20.0,EA Sports,E,10.0,0
1768,2810,Full Spectrum Warrior,XB,2004.0,Strategy,THQ,0.54,0.16,0.0,0.03,84.0,67.0,8.7,27.0,Pandemic Studios,M,12.0,0
1769,2811,LEGO Marvel's Avengers,PS4,2016.0,Action,Warner Bros. Interactive Entertainment,0.26,0.35,0.0,0.12,71.0,70.0,7.0,87.0,TT Games,E10+,0.0,0
1770,2812,Katamari Damacy,PS2,2004.0,Puzzle,Namco Bandai Games,0.47,0.02,0.17,0.08,86.0,55.0,9.0,86.0,Namco,E,12.0,0
1771,2813,Just Dance 2015,WiiU,2014.0,Misc,Ubisoft,0.38,0.29,0.0,0.06,75.0,6.0,6.6,26.0,Ubisoft,E10+,2.0,0
1772,2815,LEGO Dimensions,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,0.24,0.37,0.0,0.12,80.0,53.0,7.1,65.0,Traveller's Tales,E10+,1.0,0
1773,2816,Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,2012.0,Fighting,Namco Bandai Games,0.27,0.24,0.14,0.08,74.0,23.0,7.1,83.0,"CyberConnect2, Racjin",T,4.0,0
1774,2817,Shaun Palmer's Pro Snowboarder,PS2,2001.0,Sports,Codemasters,0.36,0.28,0.0,0.09,64.0,17.0,8.7,13.0,Dearsoft,E,15.0,0
1775,2818,James Bond 007: Agent Under Fire,GC,2002.0,Shooter,Electronic Arts,0.56,0.15,0.0,0.02,74.0,16.0,6.8,25.0,Electronic Arts,T,14.0,0
1776,2819,Harvest Moon DS: Island of Happiness,DS,2007.0,Simulation,Rising Star Games,0.43,0.01,0.25,0.04,65.0,15.0,7.0,22.0,TOSE,E,9.0,0
1777,2820,Star Wars Episode III: Revenge of the Sith,GBA,2005.0,Action,Ubisoft,0.52,0.19,0.0,0.01,73.0,13.0,7.5,12.0,Ubisoft,E10+,11.0,0
1778,2821,Ultimate Spider-Man,PS2,2005.0,Action,Activision,0.6,0.02,0.0,0.1,74.0,52.0,7.9,54.0,Treyarch,T,11.0,0
1779,2822,Monopoly Streets,Wii,2010.0,Misc,Electronic Arts,0.23,0.42,0.0,0.08,65.0,9.0,5.2,5.0,Electronic Arts,E,6.0,0
1780,2829,Total War: Rome II,PC,2013.0,Strategy,Sega,0.12,0.53,0.0,0.07,76.0,71.0,4.2,3742.0,Creative Assembly,T,3.0,0
1781,2830,NBA Live 08,PS2,2007.0,Sports,Electronic Arts,0.59,0.02,0.01,0.1,68.0,10.0,6.6,9.0,EA Canada,E,9.0,0
1782,2831,Star Ocean: The Last Hope International,PS3,2010.0,Role-Playing,Square Enix,0.28,0.15,0.22,0.07,74.0,45.0,6.7,155.0,"Square Enix, Tri-Ace",T,6.0,0
1783,2832,Dead to Rights,XB,2002.0,Shooter,Electronic Arts,0.53,0.17,0.0,0.03,73.0,39.0,8.9,16.0,Namco,M,14.0,0
1784,2833,Indiana Jones and the Staff of Kings,Wii,2009.0,Action,Activision,0.36,0.29,0.0,0.07,55.0,32.0,7.0,28.0,Artificial Mind and Movement,T,7.0,0
1785,2834,Tiger Woods PGA Tour 07,PS2,2006.0,Sports,Electronic Arts,0.6,0.02,0.0,0.1,79.0,33.0,6.0,8.0,EA Redwood Shores,E,10.0,0
1786,2837,Major League Baseball 2K7,X360,2007.0,Sports,Spike,0.67,0.0,0.0,0.06,79.0,31.0,7.1,34.0,Kush Games,E,9.0,0
1787,2839,Persona Q: Shadow of the Labyrinth,3DS,2014.0,Role-Playing,Nippon Ichi Software,0.34,0.07,0.27,0.04,83.0,56.0,8.1,169.0,Atlus,M,2.0,0
1788,2840,MLB 14: The Show,PS4,2014.0,Sports,Sony Computer Entertainment America,0.58,0.0,0.0,0.14,83.0,17.0,7.7,205.0,SCEA San Diego Studios,E,2.0,0
1789,2841,X-Men: Mutant Academy 2,PS,2001.0,Fighting,Activision,0.4,0.27,0.0,0.05,72.0,12.0,8.4,18.0,Paradox Development,T,15.0,0
1790,2842,Kirby: Canvas Curse,DS,2005.0,Platform,Nintendo,0.36,0.0,0.32,0.03,86.0,48.0,8.2,87.0,HAL Labs,E,11.0,0
1791,2845,Madden NFL 10,Wii,2009.0,Sports,Electronic Arts,0.62,0.04,0.0,0.06,77.0,23.0,7.2,24.0,EA Tiburon,E,7.0,0
1792,2846,MLB 09: The Show,PS3,2009.0,Sports,Sony Computer Entertainment,0.66,0.0,0.0,0.06,90.0,27.0,8.1,61.0,SCEA San Diego Studios,E,7.0,0
1793,2847,Borderlands: The Pre-Sequel,X360,2014.0,Shooter,Take-Two Interactive,0.46,0.19,0.01,0.07,74.0,16.0,6.4,161.0,2K Australia,M,2.0,0
1794,2850,Super Monkey Ball Jr.,GBA,2002.0,Puzzle,Atari,0.51,0.19,0.0,0.01,82.0,20.0,8.6,11.0,Realism Ltd,E,14.0,0
1795,2851,The Witcher 3: Wild Hunt,PC,2015.0,Role-Playing,Namco Bandai Games,0.21,0.46,0.0,0.05,93.0,32.0,9.3,10665.0,CD Projekt Red Studio,M,1.0,0
1796,2852,F1 2011,X360,2011.0,Racing,Codemasters,0.11,0.5,0.01,0.09,84.0,61.0,7.1,54.0,Codemasters,E,5.0,0
1797,2853,Mobile Suit Gundam: Encounters in Space,PS2,2003.0,Simulation,Namco Bandai Games,0.05,0.04,0.61,0.01,66.0,10.0,8.5,37.0,Bandai,T,13.0,0
1798,2854,MLB 10: The Show,PS3,2010.0,Sports,Sony Computer Entertainment,0.66,0.0,0.0,0.06,91.0,33.0,8.3,107.0,SCEA,E,6.0,0
1799,2855,MX vs. ATV Reflex,X360,2009.0,Racing,THQ,0.52,0.14,0.0,0.06,75.0,47.0,6.6,30.0,Rainbow Studios,E,7.0,0
1800,2856,Blur,PS3,2010.0,Racing,Activision,0.22,0.36,0.02,0.12,81.0,58.0,8.2,86.0,Bizarre Creations,E10+,6.0,0
1801,2859,Battlefield: Bad Company 2,PC,2010.0,Shooter,Electronic Arts,0.19,0.53,0.0,0.0,87.0,46.0,8.3,1467.0,EA DICE,M,6.0,0
1802,2860,DiRT 3,X360,2011.0,Racing,Codemasters,0.23,0.4,0.01,0.08,87.0,81.0,7.1,166.0,Codemasters,T,5.0,0
1803,2861,The Lord of the Rings: The Two Towers,XB,2002.0,Action,Electronic Arts,0.45,0.24,0.0,0.03,79.0,17.0,8.1,18.0,Stormfront Studios,T,14.0,0
1804,2862,Madden NFL 2003,XB,2002.0,Sports,Electronic Arts,0.67,0.02,0.0,0.03,92.0,16.0,8.3,16.0,EA Tiburon,E,14.0,0
1805,2863,Skate,X360,2007.0,Sports,Electronic Arts,0.62,0.03,0.0,0.06,86.0,59.0,8.4,137.0,EA Black Box,T,9.0,0
1806,2865,XCOM: Enemy Unknown,PC,2012.0,Strategy,Take-Two Interactive,0.27,0.36,0.0,0.08,89.0,57.0,8.2,2235.0,Firaxis Games,M,4.0,0
1807,2866,Ben 10: Protector of Earth,PSP,2007.0,Action,D3Publisher,0.23,0.3,0.0,0.18,60.0,4.0,7.2,23.0,High Voltage Software,E10+,9.0,0
1808,2867,Virtua Fighter 4: Evolution,PS2,2003.0,Fighting,Sega,0.35,0.27,0.0,0.09,93.0,30.0,9.0,48.0,Sega,T,13.0,0
1809,2868,Crysis,PC,2007.0,Shooter,Electronic Arts,0.0,0.69,0.0,0.02,91.0,56.0,8.0,1970.0,Crytek,M,9.0,0
1810,2869,Resident Evil: Survivor,PS,2000.0,Action,Eidos Interactive,0.23,0.15,0.29,0.05,39.0,10.0,7.0,47.0,Capcom,M,16.0,0
1811,2870,The Sims 2: Castaway,DS,2007.0,Simulation,Electronic Arts,0.62,0.04,0.0,0.06,66.0,8.0,4.0,5.0,Full Fat,E,9.0,0
1812,2872,Godzilla: Destroy All Monsters Melee,GC,2002.0,Fighting,Atari,0.55,0.14,0.0,0.02,73.0,30.0,7.8,23.0,"Pipeworks Software, Inc.",T,14.0,0
1813,2875,Silent Hill 3,PS2,2003.0,Action,Konami Digital Entertainment,0.35,0.27,0.0,0.09,85.0,41.0,8.8,315.0,KCET,M,13.0,0
1814,2877,Spyro: Enter the Dragonfly,GC,2002.0,Platform,Universal Interactive,0.55,0.14,0.0,0.02,48.0,13.0,5.1,24.0,Equinoxe,E,14.0,0
1815,2879,Power Rangers: Dino Thunder,PS2,2004.0,Action,THQ,0.35,0.27,0.0,0.09,49.0,6.0,6.2,5.0,Pacific Coast Power & Light,E,12.0,0
1816,2880,Madden NFL 08,PSP,2007.0,Sports,Electronic Arts,0.6,0.04,0.0,0.07,75.0,10.0,6.8,8.0,EA Tiburon,E,9.0,0
1817,2885,Madden NFL 09,PSP,2008.0,Sports,Electronic Arts,0.65,0.0,0.0,0.06,68.0,8.0,6.5,4.0,EA Tiburon,E,8.0,0
1818,2887,NBA Live 09,X360,2008.0,Sports,Electronic Arts,0.5,0.14,0.0,0.07,77.0,32.0,7.4,14.0,EA Canada,E,8.0,0
1819,2889,Dragon Ball: Xenoverse 2,PS4,2016.0,Action,Namco Bandai Games,0.24,0.27,0.09,0.1,73.0,54.0,7.8,117.0,Dimps Corporation,T,0.0,0
1820,2890,Dynasty Warriors 6,PS3,2007.0,Action,Tecmo Koei,0.18,0.07,0.41,0.04,59.0,31.0,7.3,49.0,"Koei, Omega Force",T,9.0,0
1821,2893,NCAA Football 09,X360,2008.0,Sports,Electronic Arts,0.65,0.0,0.0,0.05,83.0,24.0,7.7,26.0,EA Tiburon,E,8.0,0
1822,2894,Doom 3: Resurrection of Evil,XB,2005.0,Shooter,Activision,0.53,0.15,0.0,0.03,77.0,41.0,7.9,16.0,"id Software, Nerve Software",M,11.0,0
1823,2895,SSX,X360,2012.0,Sports,Electronic Arts,0.38,0.26,0.0,0.06,82.0,65.0,6.4,186.0,EA Canada,E,4.0,0
1824,2896,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,2007.0,Role-Playing,Square Enix,0.18,0.01,0.5,0.02,65.0,43.0,5.9,21.0,"Eighting, Genius Sonority Inc.",T,9.0,0
1825,2897,Two Worlds,X360,2007.0,Role-Playing,SouthPeak Games,0.41,0.22,0.0,0.07,50.0,44.0,5.5,182.0,Reality Pump,M,9.0,0
1826,2898,Tony Hawk's Underground,GC,2003.0,Sports,Activision,0.54,0.14,0.0,0.02,89.0,19.0,8.5,24.0,Neversoft Entertainment,T,13.0,0
1827,2899,Spider-Man 2,PSP,2005.0,Action,Activision,0.35,0.21,0.0,0.14,67.0,43.0,6.9,8.0,Vicarious Visions,T,11.0,0
1828,2901,NCAA Football 08,X360,2007.0,Sports,Electronic Arts,0.65,0.0,0.0,0.05,81.0,30.0,7.8,44.0,EA Sports,E,9.0,0
1829,2903,Skylanders: Trap Team,WiiU,2014.0,Action,Activision,0.38,0.26,0.0,0.06,86.0,4.0,7.1,18.0,Toys for Bob,E10+,2.0,0
1830,2904,Star Wars: Obi-Wan,XB,2001.0,Action,Activision,0.52,0.16,0.0,0.02,58.0,28.0,5.9,14.0,LucasArts,T,15.0,0
1831,2905,Ace Attorney Investigations: Miles Edgeworth,DS,2009.0,Adventure,Capcom,0.23,0.14,0.3,0.04,78.0,51.0,8.4,79.0,Capcom,T,7.0,0
1832,2906,Kill.Switch,PS2,2003.0,Shooter,Sony Computer Entertainment,0.34,0.27,0.0,0.09,73.0,33.0,8.3,19.0,Namco,T,13.0,0
1833,2907,Catherine,PS3,2011.0,Adventure,Deep Silver,0.3,0.14,0.2,0.06,79.0,61.0,8.1,372.0,Atlus,M,5.0,0
1834,2910,SplashDown,PS2,2001.0,Racing,Atari,0.34,0.27,0.0,0.09,84.0,22.0,8.2,11.0,Rainbow Studios,E,15.0,0
1835,2912,Jade Empire,XB,2005.0,Role-Playing,Microsoft Game Studios,0.48,0.19,0.0,0.03,89.0,84.0,8.6,113.0,BioWare,M,11.0,0
1836,2913,Infinite Undiscovery,X360,2008.0,Role-Playing,Square Enix,0.34,0.18,0.12,0.06,68.0,60.0,7.0,158.0,Tri-Ace,T,8.0,0
1837,2917,Lego Star Wars: The Force Awakens,PS4,2016.0,Action,Warner Bros. Interactive Entertainment,0.16,0.43,0.01,0.11,78.0,61.0,7.5,91.0,TT Games,E10+,0.0,0
1838,2918,NHL 12,X360,2011.0,Sports,Electronic Arts,0.55,0.1,0.0,0.05,86.0,56.0,7.0,72.0,Electronic Arts,E10+,5.0,0
1839,2919,Advance Wars,GBA,2001.0,Strategy,Nintendo,0.5,0.19,0.0,0.01,92.0,28.0,9.0,95.0,Intelligent Systems,E,15.0,0
1840,2920,NASCAR 2001,PS2,2000.0,Racing,Electronic Arts,0.34,0.27,0.0,0.09,66.0,16.0,6.6,9.0,EA Sports,E,16.0,0
1841,2923,Mafia,PS2,2004.0,Action,Illusion Softworks,0.34,0.27,0.0,0.09,65.0,30.0,7.6,62.0,Illusion Softworks,M,12.0,0
1842,2925,Ape Escape: On the Loose,PSP,2005.0,Platform,Sony Computer Entertainment,0.52,0.0,0.12,0.05,66.0,35.0,6.4,16.0,"SCEA, Sims",E,11.0,0
1843,2926,Mobile Suit Gundam: Journey to Jaburo,PS2,2000.0,Simulation,Namco Bandai Games,0.16,0.13,0.36,0.04,58.0,16.0,8.1,49.0,Bandai,T,16.0,0
1844,2927,MLB 08: The Show,PS3,2008.0,Sports,Sony Computer Entertainment,0.64,0.0,0.0,0.05,85.0,33.0,8.7,76.0,SCEA San Diego Studios,E,8.0,0
1845,2928,TimeSplitters 2,PS2,2002.0,Shooter,Eidos Interactive,0.34,0.27,0.0,0.09,90.0,33.0,8.8,127.0,Free Radical Design,T,14.0,0
1846,2929,Omerta: City of Gangsters,X360,2011.0,Simulation,Konami Digital Entertainment,0.42,0.22,0.0,0.06,43.0,18.0,3.3,25.0,Kalypso,T,5.0,0
1847,2930,Driver: San Francisco,X360,2011.0,Racing,Ubisoft,0.25,0.37,0.0,0.07,80.0,63.0,7.6,130.0,Ubisoft Reflections,T,5.0,0
1848,2931,Classic NES Series: Zelda II: The Adventure of Link,GBA,2004.0,Adventure,Nintendo,0.37,0.14,0.17,0.01,73.0,8.0,7.5,39.0,Nintendo,E,12.0,0
1849,2934,James Bond 007: Blood Stone,PS3,2010.0,Shooter,Activision,0.18,0.36,0.02,0.13,65.0,49.0,7.4,45.0,Bizarre Creations,T,6.0,0
1850,2938,Metal Gear Solid: Portable Ops Plus,PSP,2007.0,Action,Konami Digital Entertainment,0.26,0.0,0.26,0.17,65.0,19.0,7.5,27.0,Kojima Productions,T,9.0,0
1851,2939,LEGO Rock Band,Wii,2009.0,Misc,Warner Bros. Interactive Entertainment,0.41,0.22,0.0,0.06,70.0,15.0,6.8,6.0,TT Fusion,E10+,7.0,0
1852,2941,Halo 2 Multiplayer Map Pack,XB,2005.0,Shooter,Microsoft Game Studios,0.54,0.13,0.0,0.02,89.0,37.0,7.4,34.0,Bungie Software,M,11.0,0
1853,2942,Mortal Kombat: Shaolin Monks,PS2,2005.0,Action,Midway Games,0.58,0.02,0.0,0.09,77.0,41.0,8.6,74.0,Midway Studios - Los Angeles,M,11.0,0
1854,2947,MotionSports,X360,2010.0,Sports,Ubisoft,0.38,0.25,0.0,0.06,40.0,30.0,4.4,9.0,Ubisoft Milan,T,6.0,0
1855,2948,MX vs. ATV Unleashed: On the Edge,PSP,2006.0,Racing,THQ,0.64,0.0,0.0,0.05,68.0,22.0,8.1,7.0,Rainbow Studios,E,10.0,0
1856,2949,Mario Pinball Land,GBA,2004.0,Misc,Nintendo,0.5,0.18,0.0,0.01,62.0,35.0,4.9,11.0,Fuse Games Limited,E,12.0,0
1857,2952,Dragon Ball Z: Budokai,GC,2003.0,Fighting,Atari,0.53,0.14,0.0,0.02,65.0,16.0,6.3,15.0,Pyramid,T,13.0,0
1858,2955,Plants vs. Zombies: Garden Warfare,XOne,2014.0,Shooter,Electronic Arts,0.39,0.23,0.0,0.06,76.0,65.0,7.4,438.0,PopCap,E10+,2.0,0
1859,2956,Need for Speed Rivals,XOne,2013.0,Racing,Electronic Arts,0.46,0.17,0.0,0.07,75.0,18.0,5.8,175.0,Ghost Games,E10+,3.0,0
1860,2957,The Sims 2: Apartment Pets,DS,2008.0,Simulation,Electronic Arts,0.31,0.3,0.0,0.07,50.0,12.0,3.3,4.0,Full Fat,E,8.0,0
1861,2958,Harry Potter and the Chamber of Secrets,GC,2002.0,Action,Electronic Arts,0.53,0.14,0.0,0.02,77.0,14.0,8.3,27.0,Eurocom Entertainment Software,E,14.0,0
1862,2959,Prince of Persia: The Forgotten Sands,PS3,2010.0,Action,Ubisoft,0.19,0.36,0.01,0.12,75.0,49.0,7.6,120.0,Ubisoft Montreal,T,6.0,0
1863,2961,The Lord of the Rings: The Return of the King,GC,2003.0,Action,Electronic Arts,0.53,0.14,0.0,0.02,84.0,23.0,8.5,21.0,Hypnos Entertainment,T,13.0,0
1864,2962,The Sims: Medieval,PC,2011.0,Simulation,Electronic Arts,0.28,0.32,0.0,0.09,77.0,56.0,6.1,173.0,The Sims Studio,T,5.0,0
1865,2964,Top Spin 4,PS3,2011.0,Sports,Take-Two Interactive,0.17,0.39,0.0,0.13,82.0,37.0,7.7,55.0,2K Czech,E,5.0,0
1866,2966,Baldur's Gate: Dark Alliance II,PS2,2004.0,Role-Playing,Interplay,0.34,0.26,0.0,0.09,78.0,44.0,8.7,54.0,Black Isle Studios,T,12.0,0
1867,2967,Shark Tale,GBA,2004.0,Action,Activision,0.49,0.18,0.0,0.01,63.0,8.0,9.0,4.0,Vicarious Visions,E,12.0,0
1868,2968,IL-2 Sturmovik: Birds of Prey,PS3,2009.0,Simulation,505 Games,0.34,0.25,0.0,0.1,81.0,28.0,7.3,20.0,Gaijin Entertainment,T,7.0,0
1869,2972,NBA Street Vol. 2,XB,2003.0,Sports,Electronic Arts,0.62,0.04,0.0,0.02,89.0,22.0,8.8,24.0,Electronic Arts,E,13.0,0
1870,2974,MX vs. ATV Untamed,X360,2007.0,Racing,THQ,0.55,0.08,0.0,0.06,70.0,43.0,7.1,17.0,Rainbow Studios,E,9.0,0
1871,2975,The Last Remnant,X360,2008.0,Role-Playing,Square Enix,0.25,0.2,0.18,0.06,66.0,49.0,6.9,122.0,Square Enix,M,8.0,0
1872,2976,NCAA Football 2005,XB,2004.0,Sports,Electronic Arts,0.63,0.02,0.0,0.03,89.0,29.0,8.0,12.0,EA Sports,E,12.0,0
1873,2978,The Sly Collection,PS3,2010.0,Platform,Sony Computer Entertainment,0.52,0.08,0.01,0.08,85.0,46.0,8.8,172.0,Sanzaru Games,E10+,6.0,0
1874,2979,Naruto: Clash of Ninja,GC,2003.0,Fighting,Tomy Corporation,0.53,0.14,0.0,0.02,72.0,21.0,8.1,20.0,Tomy Corporation,T,13.0,0
1875,2980,Sniper Elite 3,PS4,2014.0,Shooter,505 Games,0.24,0.34,0.0,0.11,67.0,41.0,7.1,178.0,Rebellion,M,2.0,0
1876,2981,Prince of Persia: The Two Thrones,PS2,2005.0,Action,Ubisoft,0.57,0.02,0.0,0.09,85.0,46.0,8.5,111.0,Ubisoft Montreal,M,11.0,0
1877,2982,Hot Shots Golf: Open Tee 2,PSP,2007.0,Sports,Sony Computer Entertainment,0.21,0.11,0.28,0.08,82.0,42.0,8.6,12.0,Clap Hanz,E,9.0,0
1878,2985,Suikoden II,PS,1998.0,Role-Playing,Konami Digital Entertainment,0.15,0.1,0.38,0.04,82.0,8.0,8.4,162.0,Konami,T,18.0,0
1879,2986,Iron Man,PS3,2008.0,Action,Sega,0.32,0.25,0.0,0.11,42.0,27.0,6.2,45.0,Secret Level,T,8.0,0
1880,2987,FIFA Soccer 06,XB,2005.0,Sports,Electronic Arts,0.29,0.38,0.0,0.01,80.0,39.0,7.5,22.0,EA Canada,E,11.0,0
1881,2988,Fight Night 2004,XB,2004.0,Fighting,Electronic Arts,0.51,0.15,0.0,0.02,85.0,47.0,8.7,20.0,EA Sports,T,12.0,0
1882,2990,.hack//Mutation Part 2,PS2,2002.0,Role-Playing,Atari,0.23,0.18,0.2,0.06,76.0,24.0,8.9,81.0,CyberConnect2,T,14.0,0
1883,2991,Wolfenstein: The New Order,XOne,2014.0,Shooter,Bethesda Softworks,0.34,0.28,0.0,0.06,79.0,18.0,7.8,397.0,MachineGames,M,2.0,0
1884,2992,Cars: Mater-National Championship,DS,2007.0,Racing,THQ,0.63,0.0,0.0,0.05,69.0,7.0,6.8,5.0,Rainbow Studios,E,9.0,0
1885,2995,Kirby's Dream Collection: Special Edition,Wii,2012.0,Action,Nintendo,0.33,0.0,0.33,0.02,82.0,6.0,8.8,37.0,HAL Labs,E10+,4.0,0
1886,2996,Return to Castle Wolfenstein: Tides of War,XB,2003.0,Shooter,Activision,0.49,0.16,0.0,0.02,84.0,38.0,8.8,33.0,Nerve Software,M,13.0,0
1887,2997,RIFT,PC,2011.0,Role-Playing,Unknown,0.44,0.16,0.0,0.07,84.0,59.0,7.3,561.0,Trion Worlds,T,5.0,0
1888,2998,Spider-Man 3,PS3,2007.0,Platform,Activision,0.26,0.29,0.02,0.11,60.0,33.0,7.0,40.0,Treyarch,T,9.0,0
1889,3000,Mass Effect,PC,2008.0,Role-Playing,Electronic Arts,0.0,0.59,0.0,0.08,89.0,45.0,8.6,2386.0,"BioWare, Demiurge Studios",M,8.0,0
1890,3006,The Evil Within,XOne,2014.0,Action,Bethesda Softworks,0.35,0.25,0.0,0.06,79.0,24.0,7.3,430.0,Tango Gameworks,M,2.0,0
1891,3007,Armored Core 3,PS2,2002.0,Simulation,Metro 3D,0.22,0.17,0.23,0.06,74.0,23.0,9.0,33.0,From Software,T,14.0,0
1892,3008,Star Wars: Republic Commando,XB,2005.0,Shooter,Activision,0.48,0.17,0.0,0.02,78.0,54.0,8.9,89.0,LucasArts,T,11.0,0
1893,3011,The LEGO Movie Videogame,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,0.24,0.31,0.01,0.11,71.0,31.0,7.1,98.0,TT Games,E10+,2.0,0
1894,3012,Turok,PS3,2008.0,Action,Touchstone,0.35,0.21,0.01,0.1,67.0,38.0,6.0,39.0,Propaganda Games,M,8.0,0
1895,3014,Terraria,X360,2013.0,Action,505 Games,0.35,0.27,0.0,0.06,81.0,39.0,7.2,139.0,Engine Software,T,3.0,0
1896,3015,Red Steel,Wii,2006.0,Shooter,Ubisoft,0.54,0.03,0.04,0.05,63.0,54.0,6.8,121.0,Ubisoft Paris,T,10.0,0
1897,3020,Unreal Tournament III,PS3,2007.0,Shooter,Midway Games,0.33,0.23,0.0,0.1,86.0,42.0,7.7,127.0,Epic Games,M,9.0,0
1898,3022,Fossil Fighters: Champions,DS,2010.0,Role-Playing,Nintendo,0.31,0.0,0.34,0.02,68.0,8.0,7.1,11.0,"RED Entertainment, Artdink",E,6.0,0
1899,3023,The Sims 3,DS,2010.0,Simulation,Electronic Arts,0.38,0.22,0.0,0.06,73.0,9.0,6.4,20.0,Exient Entertainment,E,6.0,0
1900,3029,NFL Street,XB,2004.0,Sports,Electronic Arts,0.49,0.15,0.0,0.02,81.0,38.0,8.8,9.0,EA Tiburon,E,12.0,0
1901,3030,Final Fantasy Crystal Chronicles: Ring of Fates,DS,2007.0,Role-Playing,Square Enix,0.22,0.01,0.42,0.02,77.0,41.0,7.2,25.0,Square Enix,E10+,9.0,0
1902,3031,Bakugan: Battle Brawlers,Wii,2009.0,Action,Activision,0.59,0.03,0.0,0.05,62.0,12.0,7.2,11.0,Now Production,E,7.0,0
1903,3032,Blazing Angels: Squadrons of WWII,PS3,2006.0,Simulation,Ubisoft,0.35,0.22,0.0,0.1,67.0,26.0,6.9,9.0,Ubisoft,T,10.0,0
1904,3033,WWE SmackDown vs. RAW 2007,PSP,2006.0,Fighting,THQ,0.33,0.2,0.0,0.14,78.0,13.0,8.1,21.0,Yuke's,T,10.0,0
1905,3035,F1 2015,PS4,2015.0,Racing,Codemasters,0.09,0.45,0.03,0.1,65.0,46.0,6.3,43.0,Codemasters,E,1.0,0
1906,3036,Tony Hawk's Proving Ground,PS2,2007.0,Sports,Activision,0.55,0.02,0.0,0.09,65.0,6.0,6.6,17.0,Page 44 Studios,T,9.0,0
1907,3037,The Darkness,PS3,2007.0,Shooter,Take-Two Interactive,0.2,0.33,0.0,0.13,80.0,35.0,7.7,107.0,Starbreeze,M,9.0,0
1908,3039,MLB 2004,PS2,2003.0,Sports,Sony Computer Entertainment,0.32,0.25,0.0,0.08,61.0,21.0,7.9,9.0,989 Sports,E,13.0,0
1909,3043,Darkstone,PS,2001.0,Role-Playing,Electronic Arts,0.37,0.25,0.0,0.04,58.0,10.0,8.3,12.0,Delphine Software International,T,15.0,0
1910,3044,NCAA March Madness 2003,PS2,2002.0,Sports,Electronic Arts,0.32,0.25,0.0,0.08,74.0,13.0,8.0,27.0,NuFX,E,14.0,0
1911,3047,Thrillville,PS2,2006.0,Strategy,Atari,0.55,0.02,0.0,0.09,69.0,32.0,2.9,52.0,Frontier Developments,E10+,10.0,0
1912,3051,Castlevania: Lords of Shadow,X360,2010.0,Action,Konami Digital Entertainment,0.42,0.17,0.01,0.05,83.0,70.0,7.8,237.0,Mercury Steam,M,6.0,0
1913,3053,NHL 10,X360,2009.0,Sports,Electronic Arts,0.51,0.1,0.0,0.06,88.0,52.0,8.4,71.0,EA Canada,E10+,7.0,0
1914,3054,100 Classic Books,DS,2008.0,Misc,Nintendo,0.12,0.52,0.0,0.02,70.0,7.0,6.0,12.0,Genius Sonority Inc.,RP,8.0,0
1915,3059,Street Fighter Anniversary Collection,PS2,2004.0,Fighting,Capcom,0.32,0.25,0.0,0.08,78.0,30.0,8.7,20.0,Capcom,T,12.0,0
1916,3061,NHL 13,X360,2012.0,Sports,Electronic Arts,0.51,0.1,0.0,0.05,83.0,44.0,6.6,86.0,Electronic Arts,E10+,4.0,0
1917,3062,Napoleon: Total War,PC,2010.0,Strategy,Sega,0.02,0.53,0.0,0.12,81.0,56.0,7.9,515.0,Creative Assembly,T,6.0,0
1918,3065,Rayman Legends,WiiU,2013.0,Platform,Ubisoft,0.25,0.33,0.03,0.05,92.0,35.0,8.7,465.0,Ubisoft Montpellier,E10+,3.0,0
